Sector ID,Sector,Year,GDP
81,"Other services, except government activities",2013,353924
81,"Other services, except government activities",2014,367996
81,"Other services, except government activities",2015,393051
81,"Other services, except government activities",2016,416236
81,"Other services, except government activities",2017,434051.25
81,"Other services, except government activities",2018,450854.5
81,"Other services, except government activities",2019,478427.75
81,"Other services, except government activities",2020,438288.75
81,"Other services, except government activities",2021,487947.75
81,"Other services, except government activities",2022,552142.25
81,"Other services, except government activities",2023,602644.25
81,"Other services, except government activities",2024,641855
93,"Legislative, governmental and justice administration activities, and activities of international and extraterritorial organizations",1993,48618.5
93,"Legislative, governmental and justice administration activities, and activities of international and extraterritorial organizations",1994,58430.25
93,"Legislative, governmental and justice administration activities, and activities of international and extraterritorial organizations",1995,68887.5
93,"Legislative, governmental and justice administration activities, and activities of international and extraterritorial organizations",1996,89482.75
93,"Legislative, governmental and justice administration activities, and activities of international and extraterritorial organizations",1997,118030.25
93,"Legislative, governmental and justice administration activities, and activities of international and extraterritorial organizations",1998,142883.75
93,"Legislative, governmental and justice administration activities, and activities of international and extraterritorial organizations",1999,177572.75
93,"Legislative, governmental and justice administration activities, and activities of international and extraterritorial organizations",2000,225853
93,"Legislative, governmental and justice administration activities, and activities of international and extraterritorial organizations",2001,246102.75
93,"Legislative, governmental and justice administration activities, and activities of international and extraterritorial organizations",2002,282984.5
93,"Legislative, governmental and justice administration activities, and activities of international and extraterritorial organizations",2003,306787.25
93,"Legislative, governmental and justice administration activities, and activities of international and extraterritorial organizations",2004,325724
93,"Legislative, governmental and justice administration activities, and activities of international and extraterritorial organizations",2005,349805.75
93,"Legislative, governmental and justice administration activities, and activities of international and extraterritorial organizations",2006,383471.5
93,"Legislative, governmental and justice administration activities, and activities of international and extraterritorial organizations",2007,419277
93,"Legislative, governmental and justice administration activities, and activities of international and extraterritorial organizations",2008,458265
93,"Legislative, governmental and justice administration activities, and activities of international and extraterritorial organizations",2009,512246
93,"Legislative, governmental and justice administration activities, and activities of international and extraterritorial organizations",2010,559016
93,"Legislative, governmental and justice administration activities, and activities of international and extraterritorial organizations",2011,602369
93,"Legislative, governmental and justice administration activities, and activities of international and extraterritorial organizations",2012,657184
93,"Legislative, governmental and justice administration activities, and activities of international and extraterritorial organizations",2013,670719
93,"Legislative, governmental and justice administration activities, and activities of international and extraterritorial organizations",2014,712630
93,"Legislative, governmental and justice administration activities, and activities of international and extraterritorial organizations",2015,745952.75
93,"Legislative, governmental and justice administration activities, and activities of international and extraterritorial organizations",2016,768845.5
93,"Legislative, governmental and justice administration activities, and activities of international and extraterritorial organizations",2017,799990.25
93,"Legislative, governmental and justice administration activities, and activities of international and extraterritorial organizations",2018,855373
93,"Legislative, governmental and justice administration activities, and activities of international and extraterritorial organizations",2019,872942.25
93,"Legislative, governmental and justice administration activities, and activities of international and extraterritorial organizations",2020,917283
93,"Legislative, governmental and justice administration activities, and activities of international and extraterritorial organizations",2021,955276
93,"Legislative, governmental and justice administration activities, and activities of international and extraterritorial organizations",2022,1009661.25
93,"Legislative, governmental and justice administration activities, and activities of international and extraterritorial organizations",2023,1079732
93,"Legislative, governmental and justice administration activities, and activities of international and extraterritorial organizations",2024,1087702
